id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
12887,WANDK,4,"2014-03-13 15:30:21","2014-03-29 09:52:33","2014-03-17 10:06:45",1,179.5,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
12888,THECR,3,"2013-10-30 21:38:00","2013-12-02 16:08:55","2013-11-05 20:05:35",3,537.25,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
12889,LETSS,2,"2012-08-26 19:02:31","2012-09-02 19:53:56","2012-09-23 22:25:56",2,379.75,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
12890,OLDWO,4,"2012-07-10 07:16:19","2012-07-25 06:59:46","2012-07-12 03:55:31",1,263,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,"British Isles","CO7 6JX",UK
12891,GODOS,5,"2013-09-06 12:11:52","2013-09-12 21:50:44","2013-09-07 06:47:11",2,23.25,"La corne d'abondance","67, avenue de l'Europe",Versailles,"Western Europe",78000,France
12892,TRADH,1,"2014-07-04 00:52:29","2014-08-26 13:18:28","2014-07-09 10:39:42",2,44,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,"Western Europe",68306,Germany
12893,ERNSH,3,"2014-02-24 23:33:33","2014-03-14 05:08:28","2014-03-19 10:53:33",1,457.25,Frankenversand,"Berliner Platz 43","München","Western Europe",80805,Germany
12894,KOENE,7,"2015-10-02 13:53:24","2015-10-21 09:18:38","2015-10-18 04:25:50",1,85.25,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,"British Isles","CO7 6JX",UK
12895,LINOD,8,"2013-04-22 18:44:46","2013-04-22 22:20:28","2013-05-21 11:53:18",2,152.75,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
12896,BSBEV,8,"2015-09-24 05:36:22","2015-10-17 11:05:35","2015-10-03 02:22:56",1,110.25,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
12897,SPECD,1,"2013-03-04 19:53:35","2013-04-08 07:34:34","2013-03-10 11:23:54",3,485.25,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
12898,CHOPS,3,"2014-08-02 12:55:33","2014-08-11 08:44:57","2014-08-05 00:26:22",2,315.25,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
12899,QUICK,8,"2012-10-19 06:18:18","2012-11-12 13:28:38","2012-10-31 19:51:03",2,142.5,"Seven Seas Imports","90 Wadhurst Rd.",London,"British Isles","OX15 4NB",UK
12900,VICTE,7,"2012-10-02 13:50:24","2012-11-04 21:11:37","2012-10-06 16:31:42",2,32.75,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
12901,BONAP,8,"2014-06-02 21:28:25","2014-06-15 23:14:25","2014-06-11 03:49:54",3,69.5,"Seven Seas Imports","90 Wadhurst Rd.",London,"British Isles","OX15 4NB",UK
12902,GOURL,8,"2014-06-29 13:43:06","2014-06-30 07:33:16","2014-07-11 15:08:14",1,395.5,LILA-Supermercado,"Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,"South America",3508,Venezuela
12903,TRADH,8,"2014-03-29 05:41:51","2014-05-01 16:30:51","2014-03-31 04:52:41",1,437.5,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,"North America",97219,USA
12904,ANTON,8,"2014-09-16 22:24:01","2014-10-09 22:31:30","2014-09-19 06:20:19",3,372.75,"Rancho grande","Av. del Libertador 900","Buenos Aires","South America",1010,Argentina
12905,DRACD,6,"2014-09-05 00:59:22","2014-10-24 03:32:08","2014-09-11 00:34:12",3,415.25,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,"Southern Europe",1675,Portugal
12906,BERGS,2,"2014-09-17 15:21:41","2014-09-21 21:35:50","2014-10-04 07:14:26",1,211.25,"Eastern Connection","35 King George",London,"British Isles","WX3 6FW",UK
12907,CACTU,8,"2014-02-18 08:39:58","2014-02-19 10:30:24","2014-02-22 08:26:11",3,502.75,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
12908,THECR,5,"2014-05-17 08:41:04","2014-06-24 22:45:41","2014-06-14 05:13:31",3,531.5,"Rancho grande","Av. del Libertador 900","Buenos Aires","South America",1010,Argentina
12909,QUEEN,4,"2012-10-17 18:43:31","2012-10-29 07:14:09","2012-10-28 06:36:09",1,226.5,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
12910,THECR,1,"2013-03-30 22:57:02","2013-04-12 07:56:06","2013-04-28 14:32:34",3,427.25,"Save-a-lot Markets","187 Suffolk Ln.",Boise,"North America",83720,USA
12911,REGGC,8,"2014-03-24 05:52:38","2014-03-25 16:00:23","2014-04-06 10:21:43",3,74.25,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
12912,CACTU,6,"2013-02-17 09:43:50","2013-03-28 00:32:04","2013-02-17 20:00:34",3,397.25,"Galería del gastronómo","Rambla de Cataluña, 23",Barcelona,"Southern Europe",8022,Spain
12913,THEBI,5,"2013-07-28 03:27:37","2013-08-18 05:27:59","2013-08-06 16:02:21",1,233.5,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","South America",05634-030,Brazil
12914,WHITC,8,"2014-09-29 11:47:38","2014-11-02 00:11:17","2014-10-01 06:56:48",2,445.75,"B's Beverages","Fauntleroy Circus",London,"British Isles","EC2 5NT",UK
12915,PICCO,2,"2013-09-17 20:34:29","2013-09-25 00:10:51","2013-10-06 07:55:24",2,402.25,"The Big Cheese","89 Jefferson Way Suite 2",Portland,"North America",97201,USA
12916,GOURL,8,"2012-08-21 15:25:53","2012-08-30 04:02:02","2012-08-23 11:50:40",2,448.75,"Romero y tomillo","Gran Vía, 1",Madrid,"Southern Europe",28001,Spain
12917,FAMIA,1,"2013-07-30 23:13:53","2013-08-12 09:48:42","2013-08-17 15:33:04",1,83.5,"Rattlesnake Canyon Grocery","2817 Milton Dr.",Albuquerque,"North America",87110,USA
12918,WANDK,5,"2014-01-15 21:56:21","2014-02-14 19:13:52","2014-01-17 23:58:23",2,127.25,LILA-Supermercado,"Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,"South America",3508,Venezuela
12919,SEVES,7,"2015-05-04 15:27:33","2015-06-03 01:37:21","2015-05-07 03:29:57",1,115.75,"Eastern Connection","35 King George",London,"British Isles","WX3 6FW",UK
12920,BSBEV,5,"2015-07-12 20:11:20","2015-08-02 13:06:18","2015-08-03 19:20:45",1,72.75,"Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","South America",05454-876,Brazil
12921,LEHMS,5,"2013-05-31 22:50:45","2013-07-20 21:35:35","2013-06-03 01:45:31",2,63.5,"The Big Cheese","89 Jefferson Way Suite 2",Portland,"North America",97201,USA
12922,VAFFE,1,"2014-11-18 15:36:28","2014-11-19 01:32:08","2014-11-20 02:39:25",1,365.75,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
12923,MAISD,6,"2014-01-03 13:32:14","2014-01-17 19:09:56","2014-01-06 11:26:50",3,183.25,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
12924,GOURL,1,"2014-09-08 03:56:27","2014-09-08 13:05:13","2014-09-17 18:33:13",1,73,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
12925,THECR,1,"2015-10-24 13:45:39","2015-12-21 05:59:41","2015-10-25 00:46:25",2,432.25,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,"Eastern Europe",01-012,Poland
12926,GROSR,7,"2013-07-03 22:30:41","2013-08-08 23:08:18","2013-07-04 19:16:18",3,297,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,"Western Europe",51100,France
12927,PERIC,8,"2013-09-15 12:38:03","2013-09-26 22:17:40","2013-09-25 22:36:58",3,420.5,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
12928,FISSA,4,"2014-06-14 22:42:11","2014-07-20 13:35:09","2014-06-26 11:18:41",1,444.75,"Drachenblut Delikatessen","Walserweg 21",Aachen,"Western Europe",52066,Germany
12929,LAZYK,5,"2014-04-24 05:15:34","2014-05-08 20:09:46","2014-05-10 11:57:24",3,240,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,"South America",1081,Venezuela
12930,CENTC,1,"2013-01-26 22:36:09","2013-02-03 02:11:36","2013-02-18 14:38:24",1,111,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
12931,BLAUS,3,"2013-05-09 08:27:53","2013-05-19 19:23:35","2013-05-18 21:16:42",2,47,"Mère Paillarde","43 rue St. Laurent","Montréal","North America","H1J 1C3",Canada
12932,AROUT,4,"2014-07-22 02:54:12","2014-08-12 20:44:09","2014-07-25 20:38:42",1,243.25,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
12933,VAFFE,3,"2015-05-28 18:24:07","2015-06-19 14:33:09","2015-06-09 14:54:51",2,454.75,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
12934,LONEP,6,"2014-12-01 04:53:15","2015-01-10 09:16:02","2014-12-01 11:55:26",1,42.5,LILA-Supermercado,"Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,"South America",3508,Venezuela
12935,FURIB,1,"2013-12-15 21:27:50","2013-12-29 09:48:41","2013-12-16 00:26:25",1,59.25,QUICK-Stop,"Taucherstraße 10",Cunewalde,"Western Europe",01307,Germany
12936,VAFFE,9,"2016-01-28 18:42:37","2016-02-02 21:39:23","2016-01-30 00:50:10",1,314,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,"South America",1081,Venezuela
12937,SPLIR,6,"2014-06-25 07:20:45","2014-06-29 04:27:27","2014-07-14 17:42:59",3,237.75,"Simons bistro","Vinbæltet 34",Kobenhavn,"Northern Europe",1734,Denmark
12938,LAUGB,4,"2012-09-01 04:36:40","2012-09-08 14:32:15","2012-09-09 11:51:02",3,206.25,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","Central America",05021,Mexico
12939,OLDWO,1,"2013-02-28 15:32:45","2013-02-28 16:15:29","2013-03-13 20:39:12",3,278.25,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
12940,DRACD,7,"2015-02-17 13:55:54","2015-03-18 15:12:46","2015-02-27 09:39:46",3,323.25,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
12941,ROMEY,9,"2015-04-24 16:02:19","2015-05-22 16:01:20","2015-04-28 18:49:57",1,221.25,"The Big Cheese","89 Jefferson Way Suite 2",Portland,"North America",97201,USA
12942,NORTS,4,"2013-06-04 04:17:41","2013-06-16 14:28:19","2013-06-17 03:41:47",1,148.25,"Galería del gastronómo","Rambla de Cataluña, 23",Barcelona,"Southern Europe",8022,Spain
12943,TRADH,1,"2015-04-03 03:31:17","2015-04-03 17:33:56","2015-04-09 10:08:25",1,187.25,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
12944,VICTE,2,"2013-05-11 21:00:38","2013-05-25 10:16:34","2013-05-20 21:55:26",3,243,"Godos Cocina Típica","C/ Romero, 33",Sevilla,"Southern Europe",41101,Spain
12945,PRINI,5,"2014-08-05 04:53:15","2014-08-17 17:45:28","2014-08-06 06:24:17",3,386,"Eastern Connection","35 King George",London,"British Isles","WX3 6FW",UK
12946,MAISD,9,"2015-02-17 21:38:32","2015-03-03 20:12:33","2015-03-01 01:20:44",2,139.75,"Chop-suey Chinese","Hauptstr. 31",Bern,"Western Europe",3012,Switzerland
12947,GROSR,2,"2015-08-18 01:17:41","2015-08-27 17:39:38","2015-08-20 17:23:39",1,201.5,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","South America",02389-673,Brazil
12948,FOLKO,7,"2014-11-01 18:26:38","2014-11-06 04:23:03","2014-11-15 15:00:11",1,309.25,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
12949,SUPRD,5,"2013-06-06 07:15:14","2013-06-29 19:01:10","2013-06-14 07:39:22",2,443,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
12950,GROSR,2,"2015-07-12 17:49:00","2015-08-13 08:31:16","2015-07-12 23:00:19",1,41.75,"White Clover Markets","1029 - 12th Ave. S.",Seattle,"North America",98124,USA
12951,BONAP,7,"2014-01-13 16:03:18","2014-02-03 13:27:06","2014-01-18 06:42:05",1,419,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","South America",05634-030,Brazil
12952,TRAIH,7,"2012-07-21 11:08:55","2012-07-28 02:38:54","2012-07-26 16:54:05",3,315.5,"Seven Seas Imports","90 Wadhurst Rd.",London,"British Isles","OX15 4NB",UK
12953,LETSS,5,"2012-09-08 10:42:11","2012-09-12 00:33:22","2012-09-09 14:15:52",2,27,"The Cracker Box","55 Grizzly Peak Rd.",Butte,"North America",59801,USA
12954,SAVEA,1,"2015-10-06 00:47:42","2015-11-17 03:10:01","2015-10-11 11:28:07",2,238.25,"La corne d'abondance","67, avenue de l'Europe",Versailles,"Western Europe",78000,France
12955,LACOR,5,"2013-10-01 11:58:35","2013-10-10 22:08:45","2013-10-03 08:59:19",3,475.5,"Laughing Bacchus Wine Cellars","2319 Elm St.",Vancouver,"North America","V3F 2K1",Canada
12956,EASTC,6,"2015-04-10 17:10:31","2015-05-31 11:37:59","2015-04-18 10:01:28",3,71.25,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,"Eastern Europe",01-012,Poland
12957,TORTU,5,"2013-06-15 19:02:58","2013-07-12 04:23:40","2013-06-15 22:31:09",3,346.75,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
12958,GODOS,8,"2013-03-25 05:03:57","2013-03-30 07:03:44","2013-03-25 22:36:35",1,472,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","South America",02389-673,Brazil
12959,PICCO,8,"2012-07-10 02:48:19","2012-07-25 16:03:59","2012-07-22 17:37:50",2,399.25,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","North America",99362,USA
12960,CACTU,6,"2012-12-16 16:28:19","2013-01-02 08:46:21","2012-12-22 10:36:40",3,191.25,"Folk och fä HB","Åkergatan 24","Bräcke","Northern Europe","S-844 67",Sweden
12961,TRAIH,9,"2014-11-23 03:22:06","2014-11-30 11:32:27","2014-11-30 00:25:34",2,46,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
12962,ANATR,6,"2015-09-06 14:52:09","2015-09-15 01:24:05","2015-09-22 01:55:51",1,117,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","North America",99362,USA
12963,PRINI,7,"2013-06-09 07:51:00","2013-07-16 06:13:52","2013-06-19 09:41:44",2,415.5,"Bon app'","12, rue des Bouchers",Marseille,"Western Europe",13008,France
12964,BOTTM,7,"2014-04-02 14:15:56","2014-04-13 22:33:02","2014-04-18 21:22:25",1,253.75,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
12965,LAUGB,4,"2013-11-03 17:26:28","2013-11-16 13:43:37","2013-11-13 01:40:29",2,321.25,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,"Eastern Europe",01-012,Poland
12966,CENTC,7,"2015-01-23 03:55:23","2015-02-06 09:03:42","2015-02-04 08:31:52",2,291,"White Clover Markets","1029 - 12th Ave. S.",Seattle,"North America",98124,USA
12967,LONEP,3,"2013-05-19 23:31:16","2013-05-25 08:50:41","2013-05-20 12:48:39",2,149.75,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
12968,HANAR,1,"2012-12-16 10:36:37","2012-12-27 23:21:21","2012-12-19 12:29:41",3,102.25,"France restauration","54, rue Royale",Nantes,"Western Europe",44000,France
12969,RATTC,6,"2015-06-13 19:34:00","2015-06-29 09:51:52","2015-06-18 05:33:41",1,83,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","Central America",05033,Mexico
12970,HANAR,1,"2013-06-26 10:25:09","2013-06-28 03:56:31","2013-07-19 18:54:00",3,347,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
12971,THECR,7,"2013-05-14 10:08:15","2013-06-01 08:00:07","2013-05-20 01:23:48",2,507.5,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
12972,PRINI,9,"2015-02-17 15:17:29","2015-03-19 01:31:12","2015-02-19 03:50:18",3,101.5,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
12973,LAZYK,3,"2015-03-20 05:09:29","2015-04-23 22:48:13","2015-03-22 15:02:37",3,174,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
12974,VINET,2,"2012-08-13 07:38:57","2012-08-16 10:32:56","2012-08-21 20:31:29",2,427.5,"White Clover Markets","1029 - 12th Ave. S.",Seattle,"North America",98124,USA
12975,LAZYK,6,"2014-01-11 05:12:42","2014-01-23 19:03:48","2014-01-17 12:18:51",3,249.75,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
12976,SUPRD,5,"2013-07-11 21:33:34","2013-07-19 10:26:09","2013-07-16 23:44:23",2,327.5,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
12977,WILMK,6,"2014-01-20 08:27:38","2014-01-24 18:32:48","2014-01-20 23:08:21",1,504.75,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
12978,LINOD,7,"2012-07-26 19:39:48","2012-08-29 23:05:17","2012-07-28 15:33:11",2,145.75,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.",Kirkland,"North America",98034,USA
12979,OCEAN,5,"2015-03-28 20:18:32","2015-04-19 12:09:38","2015-03-30 11:55:28",2,19.5,"France restauration","54, rue Royale",Nantes,"Western Europe",44000,France
12980,FURIB,8,"2014-04-13 14:06:48","2014-05-03 11:18:12","2014-04-14 05:01:02",2,263.5,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","South America",02389-673,Brazil
12981,LEHMS,9,"2013-02-06 21:24:25","2013-02-10 01:05:09","2013-02-22 02:23:03",2,31.25,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
12982,TRADH,6,"2014-01-13 16:19:02","2014-02-01 22:50:15","2014-01-19 17:54:36",1,146.25,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
12983,SIMOB,3,"2014-07-29 19:30:07","2014-08-01 08:10:23","2014-08-03 13:39:56",1,83.25,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
12984,CONSH,1,"2016-02-08 15:31:05","2016-03-06 03:36:25","2016-02-08 17:57:17",3,172,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
12985,SANTG,2,"2014-12-31 11:45:54","2015-02-13 07:41:55","2014-12-31 21:14:27",3,443.25,"Consolidated Holdings","Berkeley Gardens 12  Brewery",London,"British Isles","WX1 6LT",UK
12986,LILAS,5,"2013-07-07 21:14:37","2013-07-31 19:47:58","2013-07-30 00:45:29",1,233.5,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
12987,QUEEN,7,"2014-09-11 10:28:44","2014-10-15 15:25:53","2014-09-14 20:14:58",1,29,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
12988,LAMAI,8,"2015-06-07 23:31:26","2015-06-21 03:46:40","2015-06-14 09:54:32",1,384.75,"Königlich Essen","Maubelstr. 90",Brandenburg,"Western Europe",14776,Germany
12989,COMMI,2,"2013-09-02 08:37:28","2013-09-24 18:43:09","2013-09-07 05:22:23",3,49,"Romero y tomillo","Gran Vía, 1",Madrid,"Southern Europe",28001,Spain
12990,QUEEN,7,"2014-12-23 11:09:17","2014-12-27 18:42:31","2015-01-07 16:15:06",2,94.25,"Godos Cocina Típica","C/ Romero, 33",Sevilla,"Southern Europe",41101,Spain
12991,FOLKO,8,"2015-02-28 13:26:24","2015-03-16 15:44:27","2015-03-02 04:14:46",2,206.75,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
12992,AROUT,8,"2013-10-21 03:34:21","2013-10-28 22:56:48","2013-11-02 06:49:21",1,419.25,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Western Europe",60528,Germany
12993,LAZYK,3,"2013-05-03 08:54:31","2013-05-16 10:31:38","2013-05-22 02:33:38",3,133,"White Clover Markets","1029 - 12th Ave. S.",Seattle,"North America",98124,USA
12994,HUNGO,3,"2015-11-16 13:20:38","2015-11-20 19:14:10","2015-11-16 18:15:50",1,435.75,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
12995,GROSR,9,"2014-03-28 17:53:12","2014-04-28 12:56:43","2014-04-19 20:17:19",1,90.75,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
12996,SEVES,8,"2012-10-15 15:58:52","2012-10-15 21:27:48","2012-10-22 20:53:42",3,21,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
12997,ALFKI,5,"2012-11-17 19:39:24","2012-12-07 22:54:26","2012-11-20 06:52:21",3,392.25,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
12998,EASTC,3,"2015-08-17 20:56:13","2015-08-18 07:53:09","2015-09-01 19:18:55",1,350.25,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
12999,DRACD,8,"2013-09-21 11:45:32","2013-09-25 20:10:48","2013-10-17 09:37:32",3,420.75,QUICK-Stop,"Taucherstraße 10",Cunewalde,"Western Europe",01307,Germany
13000,LEHMS,3,"2015-12-10 19:24:09","2016-01-12 10:37:59","2015-12-14 21:18:37",3,533.25,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
13001,OTTIK,4,"2013-12-25 19:48:01","2014-01-07 11:11:50","2013-12-29 09:29:02",2,235.75,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
13002,RATTC,8,"2014-11-09 21:44:21","2014-11-24 00:47:50","2014-11-14 05:51:35",1,252.75,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
13003,ISLAT,8,"2015-06-26 13:20:28","2015-08-03 05:02:34","2015-06-30 11:44:13",1,60,"Morgenstern Gesundkost","Heerstr. 22",Leipzig,"Western Europe",04179,Germany
13004,LAMAI,9,"2015-10-27 20:21:25","2015-11-18 13:54:53","2015-11-03 12:31:51",1,435.25,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
13005,ANATR,6,"2012-09-08 00:23:14","2012-09-24 02:14:50","2012-09-09 22:03:26",3,230.75,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
13006,BOLID,8,"2014-09-02 06:20:06","2014-10-10 08:15:56","2014-09-05 18:52:47",1,455,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
13007,LACOR,9,"2015-10-16 05:56:39","2015-11-06 02:53:51","2015-11-05 03:43:46",1,510.5,"Königlich Essen","Maubelstr. 90",Brandenburg,"Western Europe",14776,Germany
